,id,text,relevance,support,emotion,screen_name,created_at,noramlized_text
340,5.00E+17,"Dutchman, 91, returns Holocaust honour to Israelis after six relatives killed in Gaza http://zite.to/1t6Yry7Ã‚Â¬Ã¢â‚¬Â ",1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.285157,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.152969,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.238944,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.027426,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.420526,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.067685,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.456961,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.460016,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.729545,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.404021,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",g_mccray,1408143010,"dutchman, 91, returns holocaust honour to israelis after six relatives killed in gaza"
341,4.87E+17,"Israel and Palestine> Israel Teens were killed &Palestine Teen was killed. Israel bombed them, Palestinians fire rockets&U still blamed them",1,0,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.343733,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.216798,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.179468,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.007395,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.608896,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.141161,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.168891,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.492818,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.612086,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.487296,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},""sentences_tone"":[{""sentence_id"":0,""text"":""israel and palestine> israel teens were killed &palestine teen was killed."",""input_from"":0,""input_to"":74,""tone_categories"":[{""tones"":[{""score"":0.315687,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.159785,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.215829,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.019769,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.5314,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.228826,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.286609,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.566543,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.603825,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.415001,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":1,""text"":""israel bombed them, palestinians fire rockets&u still blamed them"",""input_from"":75,""input_to"":140,""tone_categories"":[{""tones"":[{""score"":0.343148,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.373341,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.150609,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.01681,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.497508,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.239154,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.332659,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.515385,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.576913,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.643529,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}]}",yunusxonline,1404897925,"israel and palestine> israel teens were killed &palestine teen was killed. israel bombed them, palestinians fire rockets&u still blamed them"
342,4.12E+17,"New Women's EDT #1: Jimmy Choo Exotic Eau de Toilette Spray for Women, 3.3 Ounce: Jimmy Cho... http://amzn.to/JqV7wlÃ‚Â¬Ã¢â‚¬Â  #Lovely #sale #SJP",2,,,marysmith1181,1387033189,"new women's edt jimmy choo exotic eau de toilette spray for women, 3.3 ounce: jimmy cho..."
343,2.07E+17,"New Women's EDT #4: White Peach Cologne (Eau De Toilette), 100ml: White Peach Cologne (Eau De... http://amzn.to/M02vOuÃ‚Â¬Ã¢â‚¬Â  #Lovely #sale #SJP",2,,,katesmith138,1338261090,"new women's edt white peach cologne (eau de toilette), 100ml: white peach cologne (eau de..."
344,15447804170,The Palestinians cannot be hammered into submission http://bit.ly/b1hOyP,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.195757,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.029307,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.267191,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.111763,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.494912,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.144719,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.711813,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.389066,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.603525,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.484353,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.443287,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",zionistboy,1275692247,the palestinians cannot be hammered into submission
345,4.89E+17,Palestinians struggle to find safety amid Gaza violence: Thousands try to take shelter as Israel and Hamas con... http://cnn.it/1wkyDhBÃ‚Â¬Ã¢â‚¬Â ,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.243675,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.071406,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.291006,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.02105,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.611043,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.724236,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.213386,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.287003,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.397392,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.582858,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.723919,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.524018,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",Tnrrpg_,1405374954,palestinians struggle to find safety amid gaza violence: thousands try to take shelter as israel and hamas con...
346,15559871000,"More toys, kids books,chocolate&coriander headed 4 Gaza. How many will Israel Murder on the Rachel Corrie to 'protect' Israel? #flotilla",1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.071163,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.659845,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.071463,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.10544,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.24292,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.573521,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.314177,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.306859,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.502127,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.898807,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.430901,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},""sentences_tone"":[{""sentence_id"":0,""text"":""more toys, kids books,chocolate&coriander headed 4 gaza."",""input_from"":0,""input_to"":56,""tone_categories"":[{""tones"":[{""score"":0.026001,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.178047,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.106832,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.615119,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.127711,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.0,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.705456,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.306603,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.454331,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.657952,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.167342,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]},{""sentence_id"":1,""text"":""how many will israel murder on the rachel corrie to 'protect' israel?"",""input_from"":57,""input_to"":126,""tone_categories"":[{""tones"":[{""score"":0.122791,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.577062,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.048913,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.024309,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.256682,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.620279,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.087209,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.541917,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.707651,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.783555,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.750398,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}]}",?,1275835587,"more toys, kids books,chocolate&coriander headed 4 gaza. how many will israel murder on the rachel corrie to 'protect' israel?"
347,4.85E+17,Elkhoudary calls the Arab and Islamic institutions to support #Gaza during #Ramadan due to the bad economic situation and the Israeli siege.,1,-1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.144092,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.188471,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.336419,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.016302,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.487221,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.656175,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.0,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.411357,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.423202,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.786765,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.362454,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.419659,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",jamalkhoudary,1404390023,elkhoudary calls the arab and islamic institutions to during due to the bad economic situation and the israeli siege.
348,9.39E+17,"UC Berkeley must hold Hatem Bazian, founder of Students for Justice in Palestine (SJP), accountable for anti-Semitic discourse http://www.dailycal.org/2017/12/05/uc-berkeley-hold-hatem-bazian-accountable-anti-semitic-discourse/Ã‚Â¬Ã¢â‚¬Â Ã¢â‚¬Å¡Ãƒâ€žÃ‚Â¶",1,1,"{""document_tone"":{""tone_categories"":[{""tones"":[{""score"":0.306271,""tone_id"":""anger"",""tone_name"":""Anger""},{""score"":0.197374,""tone_id"":""disgust"",""tone_name"":""Disgust""},{""score"":0.082931,""tone_id"":""fear"",""tone_name"":""Fear""},{""score"":0.122583,""tone_id"":""joy"",""tone_name"":""Joy""},{""score"":0.368975,""tone_id"":""sadness"",""tone_name"":""Sadness""}],""category_id"":""emotion_tone"",""category_name"":""Emotion Tone""},{""tones"":[{""score"":0.459587,""tone_id"":""analytical"",""tone_name"":""Analytical""},{""score"":0.374012,""tone_id"":""confident"",""tone_name"":""Confident""},{""score"":0.0,""tone_id"":""tentative"",""tone_name"":""Tentative""}],""category_id"":""language_tone"",""category_name"":""Language Tone""},{""tones"":[{""score"":0.335813,""tone_id"":""openness_big5"",""tone_name"":""Openness""},{""score"":0.837729,""tone_id"":""conscientiousness_big5"",""tone_name"":""Conscientiousness""},{""score"":0.516259,""tone_id"":""extraversion_big5"",""tone_name"":""Extraversion""},{""score"":0.695947,""tone_id"":""agreeableness_big5"",""tone_name"":""Agreeableness""},{""score"":0.30315,""tone_id"":""emotional_range_big5"",""tone_name"":""Emotional Range""}],""category_id"":""social_tone"",""category_name"":""Social Tone""}]}}",TeddyorBiff,1512776008,"uc berkeley must hold hatem bazian, founder of students for justice in palestine (sjp), accountable for anti-semitic discourse Ã¢â‚¬Å¡Ã£â€žÃ¢Â¶"
350,5355771826,---Meteo Purmerend Noord Holland---------------the Netherlands------------Time:05:35 Temp:8.6Â¬âˆžC Hum:81 pct Wind:7.1 km/h SSW Ra,2,2,,MPNH,1257136518,---meteo purmerend noord holland---------------the netherlands------------time:05:35 temp:8.6Â¬âˆžc hum:81 pct wind:7.1 km/h ssw ra
351,1.82E+17,"Only, may the LORD grant you discretion and understanding, that when he gives you charge over Israel you may... http://esv.to/1Chron22.12Â¬â€ ",2,2,,DavidStehlik,1332327620,"only, may the lord grant you discretion and understanding, that when he gives you charge over israel you may..."
352,1.55E+17,do i want to spend $90 on these Oscar de la Renta shades? ... mmm yes #sjp,2,2,,kittycano,1325884507,do i want to spend $90 on these oscar de la renta shades? ... mmm yes
356,2.60E+17,This afterschool special stars a very young SJP. Pressing play NOW. #ABCAfterschoolSpecial #SJP,2,2,,NobleHonore,1350774879,this afterschool special stars a very young sjp. pressing play now.
362,3.13E+17,I just bought Palestine on Stardoll. Check out my Suite! http://www.stardoll.com/in/?pid=25720&gid=1&turl=%2Fuser%2F%3Fid%3D9786081Â¬â€ â€šÃ„Â¶,2,2,,whoistamara,1363486144,i just bought palestine on stardoll. check out my suite!
366,9.56E+17,Been a lifestyle for many poor SAns for many decades & the apartheid gov ignored so now its a crisis when its convenient for white majority?,2,2,,millionsloading,1516794744,been a lifestyle for many poor sans for many decades & the gov ignored so now its a crisis when its convenient for white majority?
373,8.65E+17,"Proud to be a part of the coolest law firm ever! Look out IP World, this is just the beginning! \n#sjp #stratjuris https://twitter.com/stratjuris/status/864885951230758912Â¬â€ â€šÃ„Â¶",2,2,,the_harshada,1495045249,"proud to be a of the coolest law firm ever! look out ip world, this is just the beginning! \n#sjp"
378,14320229353,RT @jocfinch6 I'm tryna figure owt y this girl likes me so much... HMMMMM...its da fall 09 swag,2,2,,Rude_Gaza_Gyal,1274307920,i'm tryna figure owt y this girl likes me so much... hmmmmm...its da fall 09 swag
379,2.59E+17,LOVE @chaifm Israeli music on Friday late afternoons! Always put it on in the car on my way home from work,2,2,,DeborahSchaff,1350662112,love israeli music on friday late afternoons! always put it on in the car on my way home from work
388,1.82E+17,#Classifieds Distelia Enterprises Ltd http://bit.ly/GHv4baÂ¬â€  #â—ŠÃ»â—ŠÂ°â—ŠÃ¯â—ŠÃ¯â—ŠÃ­ #Israel,2,2,,AnunicoISRAEL,1332324186,distelia enterprises ltd
392,5.95E+17,That headpiece #sjp #MetGala2015,2,2,,Saldaae,1430783197,that headpiece
397,3.38E+17,"A year to the day we where caught putting stickers on all the fire exits, mrs lock is a sniffer dog in her spare time #SJP",2,2,,adam10mazier,1369336983,"a year to the day we where caught putting stickers on all the fire exits, mrs lock is a sniffer dog in her spare time"
408,2.58E+17,Meet an Obama Muslim Favorite: Israel a 9/11 Suspect - Latest News Briefs - Israel National News http://www.israelnationalnews.com/News/Flash.aspx/251957#.UHxG8Rtuqzo.twitterÂ¬â€ â€šÃ„Â¶,2,2,,ToBeSafeNSound,1350321930,meet an obama muslim favorite: israel a 9/11 suspect - latest news briefs - israel national news
409,9.54E+17,"Didnâ€šÃ„Ã´t Muslims invade Jerusalem and Palestine, killed the Christians to force the rest into Islam?",2,2,,Marita_1010,1516224918,"didnâ€šÃ¤Ã´t muslims invade jerusalem and palestine, killed the christians to force the rest into islam?"
413,3.29E+17,@mohd_palestine Good Luck :)),2,2,,maher440,1367186562,good luck :))
415,6.99E+17,"@NationalSJP sending love, thank you.",2,2,,SjpUic,1455579912,"sending love, thank you."
422,2.67E+17,Check out our blog by Izzy Israeli on this month's birthstone - Topaz - its an interesting read - http://fb.me/2fDfOIvu3Â¬â€ ,2,2,,CummingPatch,1352388753,check out our blog by izzy israeli on this month's - topaz - its an interesting read -
425,13311478006,@GaZa_Nikki no I dnt wanna do my damn feet! Lol that was madd random! Uhm excuse me are we gettin lunch @ 12,2,2,,NickiAntoinette,1272900988,no i dnt wanna do my damn feet! lol that was madd random! uhm excuse me are we gettin lunch 12
427,1.76E+17,New Women's EDT #2: Jimmy Choo Jimmy Choo: Jimmy Choo Jimmy Choo by JIMMY CHOO Buy new: $85.0... http://amzn.to/AdFkjKÂ¬â€  #Lovely #sale #SJP,2,2,,katesmith138,1330734732,new women's edt jimmy choo jimmy choo: jimmy choo jimmy choo by jimmy choo buy new: $85.0...
430,16910227179,@JennyB_Israel awwww Hun he's just perfect in everyway . Roll on the album then the TOUR waaaaaaaaahoooooo!,2,2,,Mandy_Emmerson,1277361523,awwww hun he's just perfect in everyway . roll on the album then the tour waaaaaaaaahoooooo!
437,7.23E+17,"The Feast of the Messiah on Passover - Breaking Israel News | Israel Latest News, Israel... http://fb.me/3NG0hUSWnÂ¬â€ ",2,2,,CupidAtkins,1461179342,"the feast of the messiah on passover - breaking israel news | israel latest news, israel..."
443,2.58E+17,"@justinbieber i love you justin , israel want believe <3",2,2,,LevyNoa,1350312131,"i love you justin , israel want believe <3"
446,3.28E+17,"3200,800,4x4 anchor and then I swear i thought I saw Dallas Rushing jogging home from Palestine to Axtell ??? More efficient than a Prius!",2,2,,martfbrnail,1367117459,"3200,800,4x4 anchor and then i swear i thought i saw dallas rushing jogging home from palestine to axtell ??? more efficient than a prius!"
448,5.74E+17,#alexibaby is on the #sjpblog #happysaturday #sjp #samanthajphoto #samanthajeanphotographyâ€šÃ„Â¶ https://instagram.com/p/z8QbjKuz3Z/Â¬â€ ,2,2,,Samanthajphoto_,1425763568,is on the
457,17041913992,"""Have a heart  & vote for """"Save a Child's Heart Foundation"""", #favNPO on @EBay at http://ow.ly/23pCx  #faith #mom #health #Israel""",2,2,,cownutritionist,1277497929,"have a & vote for save a child's foundation, on at"
469,5.09E+17,SOUND OF THE CHAMPIONS THE ALBUM COMING SOON....\n#sjp #sjmg #sotc #soundofthechampions #bethechampionâ€šÃ„Â¶ http://instagram.com/p/stSXQOgAVc/Â¬â€ ,2,2,,greatsymphony,1410228879,sound of the champions the album coming soon....\n#sjp
474,5.07E+16,"@barijoe as long as he has other password than israel, it will be fine",2,2,,heriyadi,1300929055,"as long as he has other password than israel, it will be fine"
0,4.94E+17,Palestine leaves the conversation to set up the cafeteria for dorm of the day. Australia joins them. #PerlmanUN,0,0,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.059952, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.001505, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.046155, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.066703, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.084643, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.059608, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.707603, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.701514, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.462083, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.629752, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",Thatredkid,1406652165,palestine leaves the conversation to set up the cafeteria for dorm of the day. australia joins them.
2,4.39E+17,Ã¢â‚¬Â°Ãƒâ€ºÃƒÂ·Trigger-happyÃ¢â‚¬Â°Ãƒâ€ºÃ‚Âª #Israel army and police use reckless force in the West Bank #Palestine | #Amnesty International http://www.amnesty.org/en/news/trigger-happy-israeli-army-and-police-use-reckless-force-west-bank-2014-02-27ÃƒÂ¥ÃƒÅ Ã¢â‚¬Â°Ãƒâ€º_,1,-1,"{'document_tone': {'tone_categories': [{'tones': [{'score': 0.001209, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 3.8e-05, 'tone_id': 'disgust', 'tone_name': 'Disgust'}, {'score': 0.003576, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.026556, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.006532, 'tone_id': 'sadness', 'tone_name': 'Sadness'}], 'category_id': 'emotion_tone', 'category_name': 'Emotion Tone'}, {'tones': [{'score': 0.153204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.0, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.0, 'tone_id': 'tentative', 'tone_name': 'Tentative'}], 'category_id': 'language_tone', 'category_name': 'Language Tone'}, {'tones': [{'score': 0.061789, 'tone_id': 'openness_big5', 'tone_name': 'Openness'}, {'score': 0.352302, 'tone_id': 'conscientiousness_big5', 'tone_name': 'Conscientiousness'}, {'score': 0.519582, 'tone_id': 'extraversion_big5', 'tone_name': 'Extraversion'}, {'score': 0.615999, 'tone_id': 'agreeableness_big5', 'tone_name': 'Agreeableness'}, {'score': 0.548857, 'tone_id': 'emotional_range_big5', 'tone_name': 'Emotional Range'}], 'category_id': 'social_tone', 'category_name': 'Social Tone'}]}}",?,1393506786,Ã¢â‚¬Â°Ã£â€ºÃ£Â·trigger-happyÃ¢â‚¬Â°Ã£â€ºÃ¢Âª army and police use reckless force in the west bank | international
